id,EA_HAB,EA_LIT,EA_MAL,EA_JOUE,EA_AID,EA_EMM,EA_SATTACHE,OA_VAISS,OA_REPAS,OA_ALIME,OA_LINGE,OA_ASPIR,OA_BRICO,OA_COMPT,OA_INVIT,OA_SATREP,OB_DACHQUO,OB_DACHEX,OB_DEDUC,OB_DLOISIR,OB_GESTION,OC_SATREL,OC_DESTAC,VA_MARIDEP,VA_COHAB,VA_MARITJS,VA_DIVORC,VA_FEMENF,VA_HOMENF,VA_DEUXPAR,VA_MERSEUL,VA_EFTAUTO,VA_DROITHOMO,VA_GPOCCPE,VA_PARAIDENF,VA_PARENCH,VA_ENRESPAR,VA_ENFCH,VA_FILLEFILS,VA_ENFAIDPAR,VA_ACCPAR,VA_DIFFAGE,VA_REVFE,VA_DEPFE,VA_FOYEPAN,VA_HOMPOL,VA_ENFMERAC,VA_ENFPERAC,VA_DIVGARD,VA_HOMPRIO,VA_PARPRIO,VA_JEUPRIO,VA_QPERSAGE,VA_QENFPS,VA_QENFSCO,VA_QFINPERSA,VA_QFINPAREN,MA_AGEMQ,MC_DIPLOME,PF_PCSM8,PF_PCSP8,CA_DIPLOME,EA_VERIFC,poids12,PA_DURMTRA,PB_DURMTRA,MA_SEXE,AH_CS8,PF_AGEDEPFOY_rec,PF_AVECQUI_rec,PE_NBFSV_rec,PA_VERIFCOH_rec,PA_FQAVM_rec,PB_FQAVP_rec,PA_MEREBV_rec,PB_PEREBV_rec,TYPFAM3_rec,EA_ADULT16_rec,NBENF14_rec,NBENF3_rec,MA_ACT_rec,NBENFTOTM_rec,EA_AUTPERS_rec,OA_AUTPERS_rec,MA_AGEM_rec
65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,1,1,3,1,1,3,1,5,1,1,2,5,5,5,1,3,4,1,5,1,5,1,1,1,5,5,1,3,5,5,1,1,12,2,NA,6,NA,2,1980.856519,2,NA,1,6,25,1,4,4,2,NA,1,2,1,2,2,2,1,0,NA,NA,57
66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,5,2,5,1,1,1,1,1,1,1,2,4,5,5,5,5,5,5,5,3,4,3,5,4,4,1,1,3,5,1,5,5,1,1,11,2,NA,6,NA,2,1935.877222,20,NA,2,5,17,1,5,4,2,NA,1,2,1,2,2,2,1,0,NA,NA,53
67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,4,2,3,3,3,2,1,1,1,1,2,2,4,5,3,3,3,5,3,5,2,2,2,3,3,2,3,3,5,5,3,3,5,7,NA,4,NA,2,3422.366935,NA,330,2,8,19,3,2,4,NA,1,2,1,1,2,2,2,2,0,NA,NA,23
68,NA,NA,NA,NA,NA,NA,NA,1,3,3,5,1,1,3,3,8,3,3,NA,3,3,10,1,3,1,5,1,3,1,1,3,1,4,1,1,4,3,5,5,2,4,3,5,1,1,5,1,1,3,3,5,5,1,4,4,1,1,12,4,NA,6,4,1,5405.395472,NA,NA,1,7,17,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,56
69,NA,NA,NA,NA,NA,NA,NA,2,3,1,4,3,1,1,4,10,3,3,NA,3,3,10,1,5,1,5,1,5,5,1,1,1,1,1,1,1,1,5,5,1,5,5,5,3,1,3,3,1,3,5,1,5,4,5,5,4,3,12,4,NA,5,5,1,5767.169348,120,NA,1,7,18,1,1,4,1,NA,1,2,3,2,2,2,2,0,NA,3,56
70,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,4,1,1,1,1,1,9,1,1,2,1,5,5,2,5,2,1,1,1,4,2,2,4,5,1,5,5,5,3,3,5,15,8,NA,3,NA,2,3339.238735,NA,NA,2,7,18,1,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,70
71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,5,2,2,1,4,5,5,1,1,2,2,5,5,1,4,1,2,4,1,4,1,2,5,2,5,4,5,5,4,3,3,14,1,NA,1,NA,2,2549.30619,240,NA,2,8,19,1,5,4,1,NA,1,2,1,2,2,2,2,0,NA,NA,66
72,NA,NA,NA,NA,NA,NA,NA,1,1,7,1,1,4,7,3,7,7,7,NA,3,2,8,1,5,1,1,1,1,1,1,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,NA,6,1,1,5658.725203,NA,35,2,8,30,3,NA,4,NA,1,3,1,3,2,2,2,1,0,NA,3,42
73,NA,NA,NA,NA,NA,NA,NA,3,4,3,5,4,1,1,3,10,2,1,NA,3,3,NA,1,5,5,2,5,1,1,1,1,1,5,1,1,4,1,5,1,1,1,4,5,1,1,5,5,5,1,5,1,1,5,5,5,4,4,14,2,NA,NA,2,1,3703.661857,NA,NA,1,7,19,2,0,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,67
74,NA,NA,NA,NA,NA,NA,NA,2,3,2,1,4,4,2,3,8,3,3,NA,3,3,9,3,5,3,2,1,3,3,2,5,2,3,5,4,5,3,5,5,3,4,3,5,1,5,5,5,2,5,5,5,5,1,5,5,1,9,7,7,5,6,7,1,4186.39511,30,30,2,4,21,1,1,4,2,2,1,1,3,2,2,2,2,0,NA,3,31
75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,5,5,5,1,3,3,1,3,2,3,2,3,3,1,3,2,5,1,1,5,9,9,3,1,1,2,3,5,3,4,3,11,4,NA,2,NA,2,1102.643094,60,NA,2,2,19,1,2,4,1,NA,1,2,1,2,2,2,2,0,NA,NA,50
76,1,3,3,2,97,2,6,3,1,2,1,2,3,4,4,5,3,3,4,4,4,9,4,4,1,1,3,5,5,1,4,2,2,2,3,4,2,4,5,5,2,2,4,4,1,5,3,2,4,5,5,5,4,5,4,3,4,6,7,4,6,4,1,4107.113753,20,20,2,4,19,1,1,4,2,2,1,1,4,2,1,2,2,1,3,3,25
77,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,5,5,9,5,3,3,3,3,NA,1,4,2,3,2,3,3,1,2,2,4,2,4,4,1,5,1,2,2,4,4,1,2,4,2,2,3,2,3,3,3,4,4,3,2,11,4,NA,1,3,1,4141.738118,NA,NA,1,6,30,1,3,4,NA,NA,2,2,4,2,2,2,2,1,NA,3,53
78,3,3,3,2,97,4,7,3,2,2,97,2,2,2,2,4,2,3,3,2,3,7,4,3,1,3,2,3,3,2,3,2,2,2,1,2,2,4,5,2,2,3,4,4,3,4,4,2,4,5,3,5,5,5,5,3,3,8,6,5,NA,8,1,3518.343426,270,270,2,5,17,2,1,4,1,1,1,1,4,2,1,2,2,2,3,3,35
79,NA,NA,NA,NA,NA,NA,NA,3,5,4,5,4,1,1,3,7,5,3,NA,3,3,9,2,5,3,2,3,2,2,1,4,1,5,1,2,4,2,5,5,2,3,3,5,2,1,4,2,2,2,3,2,4,4,5,4,3,2,12,8,2,2,7,1,3793.153372,NA,NA,1,3,21,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,59
80,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,3,5,3,8,3,3,3,3,3,8,1,5,1,3,1,2,1,2,1,2,5,1,1,3,1,4,3,3,3,5,2,5,1,5,1,1,3,1,1,3,3,5,4,1,1,13,2,1,1,2,1,16093.44427,10,NA,1,7,24,1,2,4,2,NA,1,2,4,1,2,2,2,1,NA,3,63
81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,2,3,2,2,2,2,2,3,3,2,2,3,3,2,2,3,4,3,3,3,3,3,3,5,5,3,2,6,7,5,3,NA,2,8697.010294,NA,NA,2,5,NA,1,2,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,26
82,NA,NA,NA,NA,NA,NA,NA,2,2,2,1,2,4,1,3,10,3,3,NA,3,3,10,1,5,1,1,1,4,4,1,2,4,4,1,1,1,1,5,5,1,2,4,5,5,1,5,1,2,4,5,1,1,5,5,5,3,3,9,4,NA,5,4,1,4369.217452,NA,20,2,2,24,1,2,4,NA,2,2,1,3,2,2,2,2,0,NA,3,43
83,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,9,2,1,1,1,1,2,4,3,2,3,2,2,2,2,2,3,3,2,1,4,2,2,2,4,2,2,5,5,4,4,9,13,4,1,1,NA,2,2745.639176,NA,NA,1,7,19,1,4,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,60
84,4,3,4,3,97,97,5,3,4,3,4,3,2,3,3,5,3,3,3,3,3,NA,3,5,5,1,5,5,5,1,5,4,5,4,2,4,2,4,3,4,2,3,3,9,1,3,9,9,3,2,9,2,4,2,2,2,2,7,8,NA,5,7,1,6460.678643,250,250,1,3,19,1,1,4,1,1,1,1,4,2,1,1,2,1,1,1,34
85,4,3,4,3,97,97,8,3,4,3,5,3,2,3,4,9,3,3,3,4,4,8,3,5,1,1,2,1,1,1,2,2,4,2,2,2,4,4,4,4,4,2,4,3,5,5,4,2,3,2,2,2,2,4,2,1,2,7,5,6,6,7,1,4014.658316,80,NA,1,6,24,1,1,4,1,NA,1,2,4,2,1,1,2,2,3,3,30
86,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,6,1,1,3,5,1,3,3,3,3,6,5,4,1,5,2,2,2,2,4,4,3,2,2,2,2,5,5,4,4,5,5,1,2,5,2,2,3,5,5,5,5,4,3,3,5,11,8,NA,6,8,1,5195.951452,75,NA,2,7,17,1,1,4,1,NA,1,2,4,1,2,2,2,2,NA,3,54
87,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,5,1,1,6,2,3,NA,3,3,7,1,2,2,1,1,5,5,1,1,1,5,1,1,1,1,5,5,1,5,5,5,1,1,5,1,4,1,1,2,5,5,5,3,5,5,15,2,NA,6,2,1,4174.752765,NA,NA,2,7,21,1,0,4,NA,NA,2,2,3,2,2,2,2,0,NA,3,72
88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,1,5,2,4,1,1,1,2,2,2,2,2,2,3,2,5,5,3,4,3,5,2,2,4,3,2,3,2,2,4,1,3,3,1,1,10,3,NA,3,NA,2,7032.77188,210,10,2,3,19,3,1,4,1,1,1,1,1,2,2,2,2,0,NA,NA,48
89,4,3,2,3,2,2,9,4,4,5,5,4,1,5,3,6,5,3,3,3,3,9,1,5,3,1,3,5,5,1,3,3,4,2,3,4,2,3,5,2,3,5,5,1,1,5,3,3,5,5,4,5,5,5,4,1,1,8,6,5,6,8,1,3896.426969,15,15,1,4,25,1,1,4,1,1,1,1,4,2,1,2,2,2,3,3,39
90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,1,3,2,2,1,4,2,2,1,2,3,2,3,4,2,2,3,5,5,2,3,3,2,3,3,4,3,3,4,5,2,1,4,3,5,6,NA,2,13642.9699,NA,NA,1,6,NA,1,3,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,19
91,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,4,1,1,1,2,5,9,1,1,2,3,1,2,2,2,2,2,1,2,2,2,2,4,4,2,2,3,3,3,3,4,3,4,3,3,2,5,3,3,3,3,3,12,3,1,1,3,1,5295.987895,NA,NA,2,5,11,1,3,4,NA,NA,2,2,4,1,2,2,2,1,NA,3,57
92,1,1,1,1,4,1,10,1,1,1,1,1,2,5,3,7,1,3,3,2,2,10,1,5,5,1,1,1,1,1,3,1,9,1,1,3,1,5,5,1,1,5,1,1,3,1,5,5,1,5,5,1,5,5,5,1,1,10,4,2,2,7,1,3579.694842,60,60,2,8,20,1,3,4,1,1,1,1,4,2,1,2,2,2,3,3,49
93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,5,1,2,2,2,5,1,2,1,3,1,1,1,3,1,1,1,1,1,1,3,1,1,2,1,14,2,NA,6,NA,2,4522.03427,NA,NA,2,7,21,1,4,4,NA,NA,2,2,5,1,2,2,2,0,NA,NA,66
94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,5,2,4,1,1,5,2,2,2,4,2,4,4,2,4,4,4,2,2,4,4,2,1,2,4,2,1,4,5,1,1,5,4,NA,NA,NA,2,3489.260123,5,600,1,6,18,2,3,4,2,1,1,1,1,2,2,2,2,0,NA,NA,23
95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,1,5,3,1,3,1,1,5,1,5,2,5,5,1,1,3,5,1,3,5,5,1,5,5,5,3,3,3,3,3,3,10,4,5,NA,NA,2,2458.002873,60,NA,2,8,18,2,2,4,2,NA,1,2,1,2,2,2,2,0,NA,NA,48
96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,4,3,2,2,3,3,2,4,2,2,2,1,3,1,3,5,2,3,4,4,1,4,4,4,9,3,5,5,5,2,3,4,1,1,11,8,NA,6,NA,2,1864.51395,480,480,2,4,23,1,3,4,1,1,1,1,1,2,2,2,2,0,NA,NA,53
97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,5,5,1,5,1,5,5,1,1,5,5,5,1,5,3,5,1,5,5,5,5,1,5,1,5,2,5,5,1,1,5,4,5,6,NA,2,5247.778963,NA,NA,2,8,NA,1,1,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,20
98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,2,1,3,3,2,2,4,3,3,1,4,3,5,3,1,1,1,3,2,2,4,1,2,1,4,4,3,3,3,4,1,1,5,4,5,4,NA,2,1853.460637,10,10,2,5,18,1,2,4,2,2,1,1,1,2,2,2,2,0,NA,NA,21
99,NA,NA,NA,NA,NA,NA,NA,3,2,3,1,3,5,5,3,10,3,3,NA,3,3,9,3,5,3,4,1,5,5,1,1,9,1,1,3,1,3,3,5,3,5,5,5,1,4,5,4,3,5,5,5,5,5,5,5,1,1,12,6,NA,6,7,1,3684.249333,30,30,2,7,21,1,3,4,2,2,1,1,3,2,2,2,2,0,NA,3,57
100,5,3,1,3,5,4,8,5,5,5,97,5,1,5,3,9,5,3,3,3,3,NA,1,5,1,1,1,4,4,1,5,1,5,1,2,1,1,3,5,1,2,3,5,4,4,4,2,2,3,2,3,2,4,5,5,5,5,10,4,1,1,4,1,10664.77892,2,NA,1,1,30,1,2,4,3,NA,1,2,4,1,1,2,2,3,1,1,47
101,2,2,3,3,3,3,8,2,2,2,1,1,4,3,3,5,2,3,3,3,5,9,3,4,3,3,1,2,2,2,2,2,2,1,1,1,5,5,3,4,2,3,3,1,1,5,4,5,3,3,1,3,1,5,1,1,1,8,7,NA,5,8,1,4309.027208,120,120,2,3,20,1,2,4,1,1,1,1,4,2,1,2,2,1,1,3,37
102,2,2,2,2,97,97,8,5,3,3,5,3,1,3,3,7,3,3,3,3,3,NA,1,5,4,1,3,1,1,1,4,4,4,1,1,1,1,1,1,1,1,3,1,3,1,3,4,4,2,5,5,5,5,5,5,5,5,8,4,NA,6,4,1,6980.563756,90,90,1,8,30,1,5,4,0,0,1,1,4,2,1,1,1,1,2,2,35
103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,2,1,1,1,1,2,3,3,2,9,3,4,5,3,2,3,5,3,2,3,2,9,9,9,3,3,4,4,3,3,4,15,3,6,6,NA,2,2251.957408,NA,NA,1,7,23,1,3,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,70
104,NA,NA,NA,NA,NA,NA,NA,1,2,3,1,1,3,1,3,8,1,3,NA,3,1,NA,3,1,1,1,1,3,4,1,1,1,4,1,3,4,1,5,5,3,2,4,3,5,1,3,1,1,3,3,3,1,3,5,2,3,3,8,4,5,6,2,1,6220.740608,3,3,2,8,21,1,2,4,2,2,1,1,3,2,2,2,2,0,NA,1,35
105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,4,1,5,2,1,3,2,5,5,3,4,3,1,5,1,5,1,1,3,3,3,3,5,5,5,3,9,13,1,NA,NA,NA,2,8821.145017,NA,20,2,7,5,6,1,4,NA,2,2,1,1,2,2,2,2,0,NA,NA,62
106,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,5,6,6,5,10,3,3,3,3,1,NA,1,5,5,1,3,3,4,1,5,1,5,1,1,1,1,1,5,1,1,3,5,5,1,3,1,1,1,5,2,1,3,3,3,2,2,11,1,NA,6,1,1,12242.15272,1440,NA,1,6,13,1,5,4,0,NA,1,2,4,1,2,2,2,2,NA,1,54
107,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,3,2,1,2,5,2,2,5,3,2,4,2,5,5,3,2,3,5,2,2,4,3,1,1,5,5,5,3,3,3,2,2,8,4,NA,6,NA,2,1978.83101,5,5,2,5,19,1,1,4,2,2,1,1,2,2,1,2,2,1,3,NA,35
108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,5,2,4,4,3,2,5,2,2,2,3,2,3,4,1,3,5,5,2,2,5,3,2,3,5,2,3,4,4,4,2,2,5,8,5,3,NA,2,10472.15089,NA,NA,1,8,NA,1,1,1,NA,NA,NA,NA,5,1,2,2,2,0,NA,NA,21
109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,4,2,3,3,1,3,1,3,3,1,2,3,5,4,2,3,5,4,2,2,3,2,2,3,5,2,2,4,5,4,4,3,5,8,NA,4,NA,2,3004.251225,105,105,2,8,18,1,2,4,1,1,1,1,1,2,2,2,2,0,NA,NA,24
110,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,3,5,1,2,3,4,4,1,2,2,5,1,1,1,1,5,4,2,3,2,2,2,2,5,1,1,3,2,2,2,4,4,4,4,4,11,2,5,6,NA,2,996.1024831,NA,NA,2,5,22,1,2,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,52
111,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,97,1,97,3,8,5,3,3,3,3,9,3,1,5,1,2,1,1,1,5,2,5,5,2,5,1,5,2,1,4,3,2,1,2,5,2,2,1,1,4,1,3,3,3,1,1,11,4,NA,6,4,1,6260.322144,NA,NA,1,7,20,1,5,4,NA,NA,2,2,4,1,2,2,2,2,NA,3,54
112,8,8,3,3,4,7,8,97,5,5,7,7,3,3,5,7,5,3,4,5,3,9,2,5,2,5,1,3,3,3,2,3,1,2,2,2,2,3,5,2,2,4,5,2,5,3,4,4,4,5,5,5,3,5,5,3,3,9,8,4,4,8,1,7439.895834,180,NA,1,2,19,1,2,4,1,NA,1,2,4,1,1,2,2,4,2,3,43
113,1,3,2,3,3,3,10,3,1,1,1,3,5,5,3,10,3,3,3,3,4,10,1,5,2,1,2,3,3,1,4,3,4,3,3,5,5,5,5,3,3,3,3,2,3,3,4,4,3,5,5,5,3,3,3,1,1,8,7,NA,6,8,1,3441.49491,45,45,2,4,24,1,1,4,1,1,1,1,4,2,1,2,2,2,3,3,38
114,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,1,4,5,3,8,2,3,97,3,3,9,1,5,2,1,1,3,3,2,1,5,5,1,3,5,3,5,5,5,4,5,5,1,5,5,5,2,3,5,5,5,4,3,3,4,3,11,2,2,5,2,1,7001.807274,NA,690,2,8,22,1,3,4,NA,0,2,1,4,1,2,2,2,2,NA,3,52
115,8,2,4,3,3,3,10,3,2,2,1,2,5,3,2,10,3,3,3,3,3,9,2,5,2,1,4,5,5,1,5,2,5,1,2,2,2,2,4,2,2,3,5,2,1,1,1,1,2,5,5,5,3,4,4,4,4,7,6,4,6,8,1,3455.696699,240,240,2,4,19,1,2,4,1,1,1,1,4,2,1,2,2,2,3,3,31
116,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,1,5,3,10,3,3,NA,3,3,NA,1,5,2,1,3,3,3,1,5,3,5,1,1,1,4,5,4,4,3,1,1,2,1,5,1,1,3,1,2,3,4,5,5,1,1,15,2,NA,6,4,1,3855.145218,NA,NA,1,7,20,1,2,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,74
117,1,2,1,3,97,2,8,1,1,1,1,1,4,1,1,8,1,3,3,2,3,10,3,4,3,5,1,5,5,5,3,3,1,5,2,4,4,5,5,5,5,5,4,1,2,5,5,5,3,5,5,5,3,3,3,2,2,7,8,6,NA,4,1,3480.831296,10,480,2,4,18,2,1,4,2,0,1,1,4,2,1,1,2,2,3,3,30
118,4,4,4,3,97,4,7,3,3,4,5,4,2,5,3,8,3,3,3,4,3,8,3,2,2,4,1,2,2,2,3,2,3,2,1,2,2,5,4,2,4,2,5,4,5,2,2,2,4,4,4,4,1,1,4,1,4,7,3,5,5,8,1,3896.640946,30,NA,1,6,17,1,1,4,1,NA,1,2,4,2,1,1,2,2,3,3,31
119,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,5,5,3,7,1,3,3,3,4,NA,3,5,4,2,1,2,2,1,3,1,2,1,1,2,1,3,2,1,3,5,4,1,1,3,2,2,3,5,2,3,5,3,3,3,4,12,8,NA,3,8,1,1788.672112,90,NA,2,3,21,1,1,4,1,NA,1,2,4,1,2,2,2,1,NA,3,57
120,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,3,1,5,5,4,1,2,1,5,2,4,2,5,5,1,4,3,5,1,1,3,3,3,5,5,5,5,3,3,3,1,1,5,5,NA,NA,NA,2,5404.256948,NA,NA,2,5,NA,6,1,3,NA,NA,NA,2,5,1,2,2,2,0,NA,NA,22
121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,2,2,2,1,4,2,3,1,1,2,1,1,3,2,4,3,4,2,2,4,1,2,3,3,2,2,5,5,5,2,4,10,1,NA,NA,NA,2,1956.010501,NA,NA,1,6,NA,1,2,3,NA,NA,NA,2,5,1,2,2,1,0,NA,NA,47
122,8,8,4,4,4,4,8,4,5,4,4,5,1,4,3,8,4,4,4,3,3,9,3,4,2,1,1,1,1,1,3,4,5,5,4,5,2,4,5,2,3,5,5,5,1,5,2,4,2,2,3,2,3,1,1,1,1,10,4,5,6,4,1,5213.004968,5,5,1,5,19,1,3,4,2,2,1,1,4,1,1,2,2,3,3,3,46
123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,1,2,3,5,2,2,3,3,5,2,2,2,2,2,3,2,3,2,2,4,2,2,2,5,3,3,3,3,9,4,NA,6,NA,2,3246.801927,10,10,1,6,22,1,3,4,2,2,1,1,1,2,2,2,2,0,NA,NA,43
124,4,1,3,3,3,3,9,97,1,1,1,2,3,1,1,3,1,3,3,3,4,9,3,5,1,2,1,4,4,1,4,4,3,2,4,2,2,5,5,2,3,5,5,1,5,5,5,1,2,5,2,5,5,5,5,3,3,9,8,4,3,8,1,3974.872577,25,NA,2,3,29,1,4,4,2,NA,1,2,4,2,1,2,2,2,3,3,41
125,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,3,5,5,5,1,2,2,2,2,2,5,2,4,4,4,3,5,5,2,1,3,4,4,2,4,5,5,4,5,3,3,3,10,6,NA,3,NA,2,2381.044793,15,NA,1,2,19,1,2,4,1,NA,1,2,1,2,2,2,1,0,NA,NA,47
126,NA,NA,NA,NA,NA,NA,NA,3,3,2,4,7,1,1,3,10,3,3,NA,3,3,NA,1,5,2,3,3,3,3,1,2,1,5,1,1,1,1,2,5,2,5,2,5,1,1,5,1,3,3,2,5,2,1,5,5,4,4,16,2,1,1,2,1,8402.704945,NA,NA,1,7,22,1,1,4,NA,NA,2,2,3,2,2,2,2,0,NA,1,79
127,4,3,4,4,97,4,9,3,5,3,5,4,2,5,3,8,5,3,3,3,3,NA,1,5,1,2,1,2,3,1,4,3,4,1,2,2,1,3,5,2,1,3,4,2,1,4,2,1,5,5,3,3,4,4,3,1,4,8,4,NA,6,5,1,6956.788503,105,105,1,5,26,1,2,4,1,1,1,1,4,2,1,1,2,1,1,1,35
128,NA,NA,NA,NA,NA,NA,NA,4,4,4,5,4,1,4,4,8,4,3,3,3,3,9,1,4,1,2,1,4,3,2,1,1,5,2,2,2,2,3,4,4,4,4,5,1,1,5,1,2,2,2,2,2,3,4,3,1,1,10,4,NA,6,1,1,6075.007457,5,NA,1,6,20,1,1,4,2,NA,1,2,4,1,2,2,2,1,NA,3,48
129,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,5,1,4,4,5,1,1,5,1,4,4,1,5,5,1,3,3,5,1,9,5,5,2,2,1,5,5,3,5,4,2,3,12,2,NA,6,NA,2,1794.635899,5,NA,2,5,30,1,5,4,2,NA,1,2,1,2,2,2,2,0,NA,NA,56
130,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,3,1,3,9,1,3,NA,3,3,9,1,5,1,1,1,1,1,1,2,1,3,2,2,4,2,5,1,2,2,1,5,2,1,2,5,4,2,1,2,5,3,3,4,1,3,12,2,2,6,4,1,1762.573608,NA,NA,2,6,22,1,1,4,NA,NA,2,2,3,2,2,2,1,0,NA,3,59
131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,5,2,1,1,2,2,1,4,3,4,2,3,4,3,5,5,3,2,2,4,1,1,5,4,5,2,5,4,4,3,4,4,2,3,10,4,5,6,NA,2,1977.819532,360,360,2,5,17,1,3,4,1,1,1,1,1,2,2,2,2,0,NA,NA,48
132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,1,3,1,1,1,5,5,1,1,1,3,3,3,2,2,4,4,3,3,1,4,1,1,5,3,2,3,3,4,4,1,1,15,2,NA,6,NA,2,2726.990111,NA,NA,2,7,21,1,2,4,NA,NA,2,2,1,2,2,2,2,0,NA,NA,73
